SKU CODE,Product Description,URL,Sales Channel,Price INR,Timestamp
30100003,RWB Foam 150ml,https://www.nykaa.com/the-face-shop-rice-water-bright-foaming-cleanser/p/4704913?productId=4704913&pps=2&skuId=178640,Nykaa,899,2025-01-22 14:46:56
30100413,Pom Collagen Cream 100ml,https://www.nykaa.com/the-face-shop-pomegranate-collagen-volume-firming-cream/p/15488201?productId=15488201&skuId=465777&pps=7,Nykaa,2350,2025-01-22 14:46:56
30100435,R&C Cream,https://www.nykaa.com/the-face-shop-rice-ceramide-moisturizing-cream/p/456223?productId=456223&pps=8,Nykaa,1040,2025-01-22 14:46:56
30100417,R&C Emulsion 150ml,https://www.nykaa.com/the-face-shop-rice-ceramide-moisturizing-emulsion/p/15488200?productId=15488200&pps=2&skuId=465784,Nykaa,990,2025-01-22 14:46:56
30100554,RWB Foam 100ml,https://www.nykaa.com/the-face-shop-rice-water-bright-cleansing-foam-face-wash-pack-of-2/p/14318541?productId=14318541&pps=6,Nykaa,1250,2025-01-22 14:46:56
30100528,Sun Eco No Shine,https://www.nykaa.com/the-face-shop-naturalsun-eco-no-shine-hydrating-sun-cream/p/1277033?productId=1277033&pps=2,Nykaa,1199,2025-01-22 14:46:56
30100416,R&C Toner,https://www.nykaa.com/the-face-shop-rice-ceramide-moisturizing-toner/p/465783?productId=465783&pps=2,Nykaa,899,2025-01-22 14:46:56
30100412,Pom Collagen Serum 80ml,https://www.nykaa.com/the-face-shop-pomegranate-collagen-volume-firming-serum/p/15488205?productId=15488205&skuId=465776&pps=8,Nykaa,2250,2025-01-22 14:46:56
30100525,Sun Eco Perfect,https://www.nykaa.com/the-face-shop-naturalsun-eco-super-perfect-sun-cream-ex/p/1277030?productId=1277030&pps=1,Nykaa,1620,2025-01-22 14:46:56
30100459,Chia Seed Cream 50ml,https://www.nykaa.com/the-face-shop-chia-seed-advanced-hydro-cream/p/15488203?productId=15488203&pps=1&skuId=547192,Nykaa,2599,2025-01-22 14:46:56
30100015,Real Nature Rice,https://www.nykaa.com/the-face-shop-real-nature-face-mask/p/542941?productId=542941&pps=2&skuId=295465,Nykaa,100,2025-01-22 14:46:56
30100413,Pom Collagen Cream 100ml,https://www.amazon.in/Face-Shop-Pomegranate-Collagen-Lifting/dp/B01LX1400U/ref=sr_1_11?crid=2K4ZY5P0BC94X&dib=eyJ2IjoiMSJ9.a7OnHXiQupIQ1lCW8y_Gl_jqNqAmE4OYQt3eX5TNTxypPKMgbw1nTIYOVuno8eD8i11e1RM_jqqK0Lj4b0JXiZrLoWjS9sHIaHYFUJuGyj0DciQAjaEKu8Mgkk6tufdNIlm3P-YjhDO4NrKoBdOMtiIt2JGVNEToSqRKe3ebg1Yo4SKt0hlrO5swJgFsjLMDa5oxKQqhZG3pRlH5-xXoB8laN2N9wwdWOd1zrfKv9N82q0gtHJgxsGQgaRSSUPkxOejQRE654s2XMON0HZw1g5q7k4qBWWJDWelBtM61q8sz1ilLazx0DUrURiO72nw-5Tw7zKHF-BxDl6Qjfy1CrTNWYxIkeMK-a_rpzLKuLUvJfHjFPK0MEABY5XapvNxilKNVR3uEmw9Bho3PPTVoAbo8h3vxIz0TtxCotGskPOFs3gM5rDbdEPfJhmlX8osm.6IIjbZPbjycHGNc6y3OXrEDDJRHsJN-Yt_nE-1w4HG4&dib_tag=se&keywords=the%2Bface%2Bshop&nsdOptOutParam=true&qid=1736242230&sprefix=the%2Bface%2Bshop%2Caps%2C316&sr=8-11&th=1,Amazon,1645.00,2025-01-22 14:46:56
30100435,R&C Cream,https://www.amazon.in/Face-Shop-Ceramide-Moisturizing-Cream/dp/B077VHKVZG/ref=sr_1_1_sspa?crid=3M8F5MQ2WWX1H&dib=eyJ2IjoiMSJ9.Sz5iKt5vd7uKDbgRxkPKUvN0WSwbv_HtRIPW-hTxgUf-TGJzupwlF-Ycf8Jr7_HacqlzpqBrzOcB87kEJI8IFuP6gJXIe-FAxKawSZOrU2NKtvMqL01ceR_v7a4SBfLIPGvbzkUz4sf_impwQ9RXcHumzbTEpVWWMPFYYkBCtc8Qs3NDTpAmbNdhmRyb-TFJkz-gSMXlQMvkY2rxXLD1f9aNb7p8ZgXDWZIBNwhbCGyuimxFSnZ3OHYvMenADvsSETC-dG2le1DgBjrXiZ-Dho8cgjRueUiYH1AORVlpt5Q.o2RyzkZ6L7HDrxTD3_O0FF2EclL831gyYmBqKH9LR3Y&dib_tag=se&keywords=rice+and+ceramide+cream&qid=1736242829&sprefix=rice+and+ceramide+cream%2Caps%2C186&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,Amazon,728.00,2025-01-22 14:46:56
30100417,R&C Emulsion 150ml,https://www.amazon.in/Ceramide-Moisturizing-Emulsion-Renewal-Cosmetics/dp/B07DSC6CWP/ref=sr_1_1_sspa?crid=29NCO4EIKOSTE&dib=eyJ2IjoiMSJ9._Okl6QvoxOxDOSrUm6HYngRMT1qel9onCxQHw55xQSJQkjEkl4s8ZQdSuEaUjEm60DeW24gKiCbkgkHOF8WEn60sKleRxEiZcTxa4beVbbL8UsNH_enE33NvjYVRP70kpadRM61_utTmroGxdTMDJdlEuSfxQEVUAFok-o39eDgqBwOCcTZfDqWHWhmqSRb7U545Qsu_Dtsi0euNT-I0R0VzG0lJfWNieitPF-4nBCDQcSWQx-FphEirgfddgYGaaydfCUo0-h7edq5te9jogfyQj9DKgikWCKXUwRpdEPU.Q9xs1VaHQayO2-7xX8X_Xd5jA6fztdVddDjZNbgk4vE&dib_tag=se&keywords=Rice%2B%26Ceramide%2BEmulsion%2B150ml&qid=1736242979&sprefix=rice%2B%26ceramide%2Bemulsion%2B150ml%2Caps%2C167&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,Amazon,693.00,2025-01-22 14:46:56
30100554,RWB Foam 100ml,https://www.amazon.in/Face-Shop-Cleansing-Brighten-Moisturization/dp/B09P51T9FK/ref=sr_1_5?crid=1EZG5E1MVFVF&dib=eyJ2IjoiMSJ9.gJVtkq3-CIUQduP-A5KAi1xNvpNowmFZxaXcIxRtlR8z-vUH6fuclyRixGgjjzyDzuohsUP-0yprdWyhZEo5pHAoXj6IyQa_SQXFOqQ6X-fkxAj6CznT4KrTMnXXc-7UQEmAVeU9wLA6rftfNwuws-GsnAYGUsIQW_MGWdjjkPdvqBVSw8dHscuIZvpLM0aNj5WxhpkwmtsZ4KtChM7H7-yOp5GMG3qE-K2Rwt2qt6xA0eHjLnI2uZ7ncuhJckbwtJeJdJgCjEJJr33LgI1JuPJJ6d7RO6UUWLa8djRbgnwkqNNGH9_RSjBCJp0e6Eyse2vsQBPTbe-zWJGkqKYyrxc2OOG7nrEpo__h4cCOINmqued9VC_HRyH_D02rY9L1ecDIRMgBws5yVPzXbQc5HHORtaK1DgkQwdhi4QkkWVZ-2zoEJyXa_7TATt7HaPXM.8AMs6HM6XXyiLxw9K3mqn8xXI3eLqmR2z2Ov34jJcOY&dib_tag=se&keywords=rice+water+bright+facewash&qid=1736243125&sprefix=rice+water+bright%2Caps%2C199&sr=8-5,Amazon,437.00,2025-01-22 14:46:56
30100528,Sun Eco No Shine,https://www.amazon.in/Face-Shop-Naturalsun-Shine-Hydrating/dp/B08B55LD63/ref=sr_1_5?crid=3371W9U6P7BC2&dib=eyJ2IjoiMSJ9.1T_Zs9ZmYzJWUBZ_rA_VqGY0KnP6IUmKcRr9HDKhGnY_i9yD_ARQND_Xqvz_XLbe8Oybj3q1RSx-p9ePyOIsYADQvoluebE1vjnSFfN4rn8xv6rlOR9H6PAZf-kVAE-ATXT2N87VX7EZyqAbvMqogO4nkEtI5izU62wMKWYlSKpb5YD25vXAGXTGHNcNKnvXbejzA1nYEND505CJJ8dtZg.PyAhT054Dz9llZqIS3JRNvSLMRpQ-AezFk0HgMLS1pM&dib_tag=se&keywords=Sun%2BEco%2BNo%2BShine&nsdOptOutParam=true&qid=1736243343&sprefix=sun%2Beco%2Bno%2Bshine%2Caps%2C253&sr=8-5&th=1,Amazon,941.00,2025-01-22 14:46:56
